dgp,delta,n,method,coverage,coverage_accuracy,avg_width,median_width,valid_reps
Omitted_Variable,0.75,500,Pairs_Bootstrap,0.948,0.0020000000000000018,0.2076,0.2076,500
Omitted_Variable,0.75,500,Wild_Bootstrap,0.952,0.0020000000000000018,0.2042,0.2042,500
Omitted_Variable,0.75,500,Bootstrap_t,0.946,0.0040000000000000036,0.2092,0.2092,500
Omitted_Variable,0.75,500,AKS_Adaptive,0.9625,0.012500000000000067,0.2098,0.2098,2000
Omitted_Variable,0.75,500,AMRI_v1,0.9635,0.013500000000000068,0.2108,0.2108,2000
Omitted_Variable,0.75,500,AMRI_v2,0.9635,0.013500000000000068,0.2105,0.2105,2000
Omitted_Variable,0.75,2000,Naive_OLS,0.9535,0.0035000000000000586,0.1046,0.1046,2000
Omitted_Variable,0.75,2000,Sandwich_HC3,0.9545,0.0045000000000000595,0.1047,0.1047,2000
Omitted_Variable,0.75,2000,Sandwich_HC4,0.9555,0.00550000000000006,0.1051,0.1051,2000
Omitted_Variable,0.75,2000,Sandwich_HC5,0.9545,0.0045000000000000595,0.1048,0.1048,2000
Omitted_Variable,0.75,2000,Pairs_Bootstrap,0.946,0.0040000000000000036,0.1025,0.1025,500
Omitted_Variable,0.75,2000,Wild_Bootstrap,0.95,0.0,0.1031,0.1031,500
Omitted_Variable,0.75,2000,Bootstrap_t,0.944,0.006000000000000005,0.1028,0.1028,500
Omitted_Variable,0.75,2000,AKS_Adaptive,0.954,0.0040000000000000036,0.1046,0.1046,2000
Omitted_Variable,0.75,2000,AMRI_v1,0.954,0.0040000000000000036,0.1049,0.1049,2000
Omitted_Variable,0.75,2000,AMRI_v2,0.9535,0.0035000000000000586,0.1047,0.1047,2000
Omitted_Variable,1.0,100,Naive_OLS,0.95,0.0,0.5305,0.5305,2000
Omitted_Variable,1.0,100,Sandwich_HC3,0.9525,0.0025000000000000577,0.5322,0.5322,2000
Omitted_Variable,1.0,100,Sandwich_HC4,0.965,0.015000000000000013,0.5764,0.5764,2000
Omitted_Variable,1.0,100,Sandwich_HC5,0.9565,0.006500000000000061,0.5451,0.5451,2000
Omitted_Variable,1.0,100,Pairs_Bootstrap,0.93,0.019999999999999907,0.5143,0.5143,500
Omitted_Variable,1.0,100,Wild_Bootstrap,0.916,0.03399999999999992,0.4992,0.4992,500
Omitted_Variable,1.0,100,Bootstrap_t,0.938,0.01200000000000001,0.5327,0.5327,500
Omitted_Variable,1.0,100,AKS_Adaptive,0.949,0.0010000000000000009,0.527,0.527,2000
Omitted_Variable,1.0,100,AMRI_v1,0.951,0.0010000000000000009,0.5356,0.5356,2000
Omitted_Variable,1.0,100,AMRI_v2,0.9515,0.0015000000000000568,0.5352,0.5352,2000
Omitted_Variable,1.0,500,Naive_OLS,0.9595,0.009500000000000064,0.2331,0.2331,2000
Omitted_Variable,1.0,500,Sandwich_HC3,0.958,0.008000000000000007,0.2332,0.2332,2000
Omitted_Variable,1.0,500,Sandwich_HC4,0.961,0.01100000000000001,0.2367,0.2367,2000
Omitted_Variable,1.0,500,Sandwich_HC5,0.959,0.009000000000000008,0.2343,0.2343,2000
Omitted_Variable,1.0,500,Pairs_Bootstrap,0.948,0.0020000000000000018,0.2297,0.2297,500
Omitted_Variable,1.0,500,Wild_Bootstrap,0.94,0.010000000000000009,0.2266,0.2266,500
Omitted_Variable,1.0,500,Bootstrap_t,0.944,0.006000000000000005,0.2317,0.2317,500
Omitted_Variable,1.0,500,AKS_Adaptive,0.959,0.009000000000000008,0.2327,0.2327,2000
Omitted_Variable,1.0,500,AMRI_v1,0.9595,0.009500000000000064,0.2339,0.2339,2000
Omitted_Variable,1.0,500,AMRI_v2,0.96,0.010000000000000009,0.2335,0.2335,2000
Omitted_Variable,1.0,2000,Naive_OLS,0.9545,0.0045000000000000595,0.1161,0.1161,2000
Omitted_Variable,1.0,2000,Sandwich_HC3,0.957,0.007000000000000006,0.1162,0.1162,2000
Omitted_Variable,1.0,2000,Sandwich_HC4,0.9575,0.007500000000000062,0.1166,0.1166,2000
Omitted_Variable,1.0,2000,Sandwich_HC5,0.957,0.007000000000000006,0.1163,0.1163,2000
Omitted_Variable,1.0,2000,Pairs_Bootstrap,0.944,0.006000000000000005,0.1137,0.1137,500
Omitted_Variable,1.0,2000,Wild_Bootstrap,0.946,0.0040000000000000036,0.1145,0.1145,500
Omitted_Variable,1.0,2000,Bootstrap_t,0.942,0.008000000000000007,0.114,0.114,500
Omitted_Variable,1.0,2000,AKS_Adaptive,0.954,0.0040000000000000036,0.116,0.116,2000
Omitted_Variable,1.0,2000,AMRI_v1,0.9545,0.0045000000000000595,0.1164,0.1164,2000
Omitted_Variable,1.0,2000,AMRI_v2,0.955,0.0050000000000000044,0.1162,0.1162,2000
Clustering,0.0,100,Naive_OLS,0.951,0.0010000000000000009,0.4004,0.4004,2000
Clustering,0.0,100,Sandwich_HC3,0.949,0.0010000000000000009,0.4008,0.4008,2000
Clustering,0.0,100,Sandwich_HC4,0.9625,0.012500000000000067,0.4347,0.4347,2000
Clustering,0.0,100,Sandwich_HC5,0.952,0.0020000000000000018,0.4108,0.4108,2000
Clustering,0.0,100,Pairs_Bootstrap,0.94,0.010000000000000009,0.3867,0.3867,500
Clustering,0.0,100,Wild_Bootstrap,0.932,0.017999999999999905,0.3785,0.3785,500
Clustering,0.0,100,Bootstrap_t,0.936,0.013999999999999901,0.4012,0.4012,500
Clustering,0.0,100,AKS_Adaptive,0.9505,0.000500000000000056,0.3981,0.3981,2000
Clustering,0.0,100,AMRI_v1,0.9525,0.0025000000000000577,0.405,0.405,2000
Clustering,0.0,100,AMRI_v2,0.952,0.0020000000000000018,0.4043,0.4043,2000
Clustering,0.0,500,Naive_OLS,0.9535,0.0035000000000000586,0.1761,0.1761,2000
Clustering,0.0,500,Sandwich_HC3,0.9515,0.0015000000000000568,0.1763,0.1763,2000
Clustering,0.0,500,Sandwich_HC4,0.955,0.0050000000000000044,0.1789,0.1789,2000
Clustering,0.0,500,Sandwich_HC5,0.9525,0.0025000000000000577,0.1771,0.1771,2000
Clustering,0.0,500,Pairs_Bootstrap,0.938,0.01200000000000001,0.1732,0.1732,500
Clustering,0.0,500,Wild_Bootstrap,0.948,0.0020000000000000018,0.1731,0.1731,500
Clustering,0.0,500,Bootstrap_t,0.944,0.006000000000000005,0.1746,0.1746,500
Clustering,0.0,500,AKS_Adaptive,0.953,0.0030000000000000027,0.1759,0.1759,2000
Clustering,0.0,500,AMRI_v1,0.9535,0.0035000000000000586,0.1767,0.1767,2000
Clustering,0.0,500,AMRI_v2,0.9525,0.0025000000000000577,0.1765,0.1765,2000
Clustering,0.0,2000,Naive_OLS,0.9405,0.009499999999999953,0.0877,0.0877,2000
Clustering,0.0,2000,Sandwich_HC3,0.941,0.009000000000000008,0.0878,0.0878,2000
Clustering,0.0,2000,Sandwich_HC4,0.9415,0.008499999999999952,0.0881,0.0881,2000
Clustering,0.0,2000,Sandwich_HC5,0.941,0.009000000000000008,0.0879,0.0879,2000
Clustering,0.0,2000,Pairs_Bootstrap,0.928,0.02199999999999991,0.0861,0.0861,500
Clustering,0.0,2000,Wild_Bootstrap,0.932,0.017999999999999905,0.086,0.086,500
Clustering,0.0,2000,Bootstrap_t,0.936,0.013999999999999901,0.0863,0.0863,500
Clustering,0.0,2000,AKS_Adaptive,0.9405,0.009499999999999953,0.0877,0.0877,2000
Clustering,0.0,2000,AMRI_v1,0.942,0.008000000000000007,0.088,0.088,2000
Clustering,0.0,2000,AMRI_v2,0.9415,0.008499999999999952,0.0878,0.0878,2000
Clustering,0.25,100,Naive_OLS,0.9495,0.0004999999999999449,0.4435,0.4435,2000
Clustering,0.25,100,Sandwich_HC3,0.943,0.007000000000000006,0.4443,0.4443,2000
Clustering,0.25,100,Sandwich_HC4,0.959,0.009000000000000008,0.4817,0.4817,2000
Clustering,0.25,100,Sandwich_HC5,0.946,0.0040000000000000036,0.4553,0.4553,2000
Clustering,0.25,100,Pairs_Bootstrap,0.936,0.013999999999999901,0.4265,0.4265,500
Clustering,0.25,100,Wild_Bootstrap,0.93,0.019999999999999907,0.4155,0.4155,500
Clustering,0.25,100,Bootstrap_t,0.944,0.006000000000000005,0.444,0.444,500
Clustering,0.25,100,AKS_Adaptive,0.9475,0.0024999999999999467,0.4407,0.4407,2000
Clustering,0.25,100,AMRI_v1,0.9495,0.0004999999999999449,0.4484,0.4484,2000
Clustering,0.25,100,AMRI_v2,0.9475,0.0024999999999999467,0.4475,0.4475,2000
Clustering,0.25,500,Naive_OLS,0.948,0.0020000000000000018,0.1965,0.1965,2000
Clustering,0.25,500,Sandwich_HC3,0.946,0.0040000000000000036,0.1967,0.1967,2000
Clustering,0.25,500,Sandwich_HC4,0.9485,0.0014999999999999458,0.1996,0.1996,2000
Clustering,0.25,500,Sandwich_HC5,0.9475,0.0024999999999999467,0.1976,0.1976,2000
Clustering,0.25,500,Pairs_Bootstrap,0.948,0.0020000000000000018,0.1942,0.1942,500
Clustering,0.25,500,Wild_Bootstrap,0.938,0.01200000000000001,0.1932,0.1932,500
Clustering,0.25,500,Bootstrap_t,0.936,0.013999999999999901,0.1955,0.1955,500
Clustering,0.25,500,AKS_Adaptive,0.948,0.0020000000000000018,0.1962,0.1962,2000
Clustering,0.25,500,AMRI_v1,0.949,0.0010000000000000009,0.1973,0.1973,2000
Clustering,0.25,500,AMRI_v2,0.9475,0.0024999999999999467,0.197,0.197,2000
Clustering,0.25,2000,Naive_OLS,0.9475,0.0024999999999999467,0.098,0.098,2000
Clustering,0.25,2000,Sandwich_HC3,0.9465,0.0034999999999999476,0.0981,0.0981,2000
Clustering,0.25,2000,Sandwich_HC4,0.9465,0.0034999999999999476,0.0984,0.0984,2000
Clustering,0.25,2000,Sandwich_HC5,0.9465,0.0034999999999999476,0.0982,0.0982,2000
Clustering,0.25,2000,Pairs_Bootstrap,0.944,0.006000000000000005,0.0966,0.0966,500
Clustering,0.25,2000,Wild_Bootstrap,0.936,0.013999999999999901,0.0962,0.0962,500
Clustering,0.25,2000,Bootstrap_t,0.946,0.0040000000000000036,0.0969,0.0969,500
Clustering,0.25,2000,AKS_Adaptive,0.9475,0.0024999999999999467,0.098,0.098,2000
Clustering,0.25,2000,AMRI_v1,0.9475,0.0024999999999999467,0.0983,0.0983,2000
Clustering,0.25,2000,AMRI_v2,0.9465,0.0034999999999999476,0.0981,0.0981,2000
Clustering,0.5,100,Naive_OLS,0.947,0.0030000000000000027,0.4821,0.4821,2000
Clustering,0.5,100,Sandwich_HC3,0.9455,0.0044999999999999485,0.4832,0.4832,2000
Clustering,0.5,100,Sandwich_HC4,0.9585,0.008500000000000063,0.5239,0.5239,2000
Clustering,0.5,100,Sandwich_HC5,0.9495,0.0004999999999999449,0.4952,0.4952,2000
Clustering,0.5,100,Pairs_Bootstrap,0.94,0.010000000000000009,0.4635,0.4635,500
Clustering,0.5,100,Wild_Bootstrap,0.926,0.02399999999999991,0.4512,0.4512,500
Clustering,0.5,100,Bootstrap_t,0.946,0.0040000000000000036,0.4822,0.4822,500
Clustering,0.5,100,AKS_Adaptive,0.946,0.0040000000000000036,0.479,0.479,2000
Clustering,0.5,100,AMRI_v1,0.947,0.0030000000000000027,0.4871,0.4871,2000
Clustering,0.5,100,AMRI_v2,0.9485,0.0014999999999999458,0.4866,0.4866,2000
Clustering,0.5,500,Naive_OLS,0.9455,0.0044999999999999485,0.215,0.215,2000
Clustering,0.5,500,Sandwich_HC3,0.941,0.009000000000000008,0.2151,0.2151,2000
Clustering,0.5,500,Sandwich_HC4,0.946,0.0040000000000000036,0.2183,0.2183,2000
Clustering,0.5,500,Sandwich_HC5,0.9425,0.007499999999999951,0.2161,0.2161,2000
Clustering,0.5,500,Pairs_Bootstrap,0.938,0.01200000000000001,0.2122,0.2122,500
Clustering,0.5,500,Wild_Bootstrap,0.934,0.015999999999999903,0.2112,0.2112,500
Clustering,0.5,500,Bootstrap_t,0.932,0.017999999999999905,0.2139,0.2139,500
Clustering,0.5,500,AKS_Adaptive,0.9445,0.005499999999999949,0.2147,0.2147,2000
Clustering,0.5,500,AMRI_v1,0.9465,0.0034999999999999476,0.2159,0.2159,2000
Clustering,0.5,500,AMRI_v2,0.944,0.006000000000000005,0.2155,0.2155,2000
Clustering,0.5,2000,Naive_OLS,0.9455,0.0044999999999999485,0.1073,0.1073,2000
Clustering,0.5,2000,Sandwich_HC3,0.9455,0.0044999999999999485,0.1074,0.1074,2000
Clustering,0.5,2000,Sandwich_HC4,0.9465,0.0034999999999999476,0.1078,0.1078,2000
Clustering,0.5,2000,Sandwich_HC5,0.946,0.0040000000000000036,0.1075,0.1075,2000
Clustering,0.5,2000,Pairs_Bootstrap,0.94,0.010000000000000009,0.1057,0.1057,500
Clustering,0.5,2000,Wild_Bootstrap,0.936,0.013999999999999901,0.1053,0.1053,500
Clustering,0.5,2000,Bootstrap_t,0.942,0.008000000000000007,0.106,0.106,500
Clustering,0.5,2000,AKS_Adaptive,0.9455,0.0044999999999999485,0.1073,0.1073,2000
Clustering,0.5,2000,AMRI_v1,0.9455,0.0044999999999999485,0.1077,0.1077,2000
Clustering,0.5,2000,AMRI_v2,0.946,0.0040000000000000036,0.1074,0.1074,2000
Clustering,0.75,100,Naive_OLS,0.9495,0.0004999999999999449,0.5176,0.5176,2000
Clustering,0.75,100,Sandwich_HC3,0.944,0.006000000000000005,0.5189,0.5189,2000
Clustering,0.75,100,Sandwich_HC4,0.9605,0.010500000000000065,0.5627,0.5627,2000
Clustering,0.75,100,Sandwich_HC5,0.948,0.0020000000000000018,0.5318,0.5318,2000
Clustering,0.75,100,Pairs_Bootstrap,0.944,0.006000000000000005,0.497,0.497,500
Clustering,0.75,100,Wild_Bootstrap,0.93,0.019999999999999907,0.4845,0.4845,500
Clustering,0.75,100,Bootstrap_t,0.954,0.0040000000000000036,0.5168,0.5168,500
Clustering,0.75,100,AKS_Adaptive,0.95,0.0,0.5142,0.5142,2000
Clustering,0.75,100,AMRI_v1,0.9485,0.0014999999999999458,0.5229,0.5229,2000
Clustering,0.75,100,AMRI_v2,0.9485,0.0014999999999999458,0.5224,0.5224,2000
Clustering,0.75,500,Naive_OLS,0.9465,0.0034999999999999476,0.2319,0.2319,2000
Clustering,0.75,500,Sandwich_HC3,0.9425,0.007499999999999951,0.2321,0.2321,2000
Clustering,0.75,500,Sandwich_HC4,0.945,0.0050000000000000044,0.2355,0.2355,2000
Clustering,0.75,500,Sandwich_HC5,0.944,0.006000000000000005,0.2332,0.2332,2000
Clustering,0.75,500,Pairs_Bootstrap,0.934,0.015999999999999903,0.2287,0.2287,500
Clustering,0.75,500,Wild_Bootstrap,0.93,0.019999999999999907,0.2275,0.2275,500
Clustering,0.75,500,Bootstrap_t,0.932,0.017999999999999905,0.2308,0.2308,500
Clustering,0.75,500,AKS_Adaptive,0.9445,0.005499999999999949,0.2316,0.2316,2000
Clustering,0.75,500,AMRI_v1,0.9475,0.0024999999999999467,0.233,0.233,2000
Clustering,0.75,500,AMRI_v2,0.9465,0.0034999999999999476,0.2325,0.2325,2000
Clustering,0.75,2000,Naive_OLS,0.9435,0.00649999999999995,0.1159,0.1159,2000
Clustering,0.75,2000,Sandwich_HC3,0.9435,0.00649999999999995,0.1159,0.1159,2000
Clustering,0.75,2000,Sandwich_HC4,0.944,0.006000000000000005,0.1164,0.1164,2000
Clustering,0.75,2000,Sandwich_HC5,0.944,0.006000000000000005,0.1161,0.1161,2000
Clustering,0.75,2000,Pairs_Bootstrap,0.944,0.006000000000000005,0.114,0.114,500
Clustering,0.75,2000,Wild_Bootstrap,0.928,0.02199999999999991,0.1139,0.1139,500
Clustering,0.75,2000,Bootstrap_t,0.94,0.010000000000000009,0.1144,0.1144,500
Clustering,0.75,2000,AKS_Adaptive,0.9435,0.00649999999999995,0.1159,0.1159,2000
Clustering,0.75,2000,AMRI_v1,0.9435,0.00649999999999995,0.1162,0.1162,2000
Clustering,0.75,2000,AMRI_v2,0.943,0.007000000000000006,0.116,0.116,2000
Clustering,1.0,100,Naive_OLS,0.948,0.0020000000000000018,0.5506,0.5506,2000
Clustering,1.0,100,Sandwich_HC3,0.943,0.007000000000000006,0.5522,0.5522,2000
Clustering,1.0,100,Sandwich_HC4,0.9595,0.009500000000000064,0.5987,0.5987,2000
Clustering,1.0,100,Sandwich_HC5,0.95,0.0,0.5659,0.5659,2000
Clustering,1.0,100,Pairs_Bootstrap,0.946,0.0040000000000000036,0.5279,0.5279,500
Clustering,1.0,100,Wild_Bootstrap,0.936,0.013999999999999901,0.5151,0.5151,500
Clustering,1.0,100,Bootstrap_t,0.954,0.0040000000000000036,0.5495,0.5495,500
Clustering,1.0,100,AKS_Adaptive,0.9445,0.005499999999999949,0.5469,0.5469,2000
Clustering,1.0,100,AMRI_v1,0.9475,0.0024999999999999467,0.5566,0.5566,2000
Clustering,1.0,100,AMRI_v2,0.948,0.0020000000000000018,0.5557,0.5557,2000
Clustering,1.0,500,Naive_OLS,0.947,0.0030000000000000027,0.2477,0.2477,2000
Clustering,1.0,500,Sandwich_HC3,0.947,0.0030000000000000027,0.2478,0.2478,2000
Clustering,1.0,500,Sandwich_HC4,0.949,0.0010000000000000009,0.2515,0.2515,2000
Clustering,1.0,500,Sandwich_HC5,0.947,0.0030000000000000027,0.249,0.249,2000
Clustering,1.0,500,Pairs_Bootstrap,0.926,0.02399999999999991,0.244,0.244,500
Clustering,1.0,500,Wild_Bootstrap,0.928,0.02199999999999991,0.2426,0.2426,500
Clustering,1.0,500,Bootstrap_t,0.932,0.017999999999999905,0.2461,0.2461,500
Clustering,1.0,500,AKS_Adaptive,0.9465,0.0034999999999999476,0.2474,0.2474,2000
Clustering,1.0,500,AMRI_v1,0.948,0.0020000000000000018,0.2488,0.2488,2000
Clustering,1.0,500,AMRI_v2,0.9465,0.0034999999999999476,0.2482,0.2482,2000
Clustering,1.0,2000,Naive_OLS,0.9435,0.00649999999999995,0.1239,0.1239,2000
Clustering,1.0,2000,Sandwich_HC3,0.943,0.007000000000000006,0.1239,0.1239,2000
Clustering,1.0,2000,Sandwich_HC4,0.945,0.0050000000000000044,0.1244,0.1244,2000
Clustering,1.0,2000,Sandwich_HC5,0.943,0.007000000000000006,0.1241,0.1241,2000
Clustering,1.0,2000,Pairs_Bootstrap,0.946,0.0040000000000000036,0.1218,0.1218,500
Clustering,1.0,2000,Wild_Bootstrap,0.938,0.01200000000000001,0.1219,0.1219,500
Clustering,1.0,2000,Bootstrap_t,0.938,0.01200000000000001,0.1223,0.1223,500
Clustering,1.0,2000,AKS_Adaptive,0.943,0.007000000000000006,0.1238,0.1238,2000
Clustering,1.0,2000,AMRI_v1,0.943,0.007000000000000006,0.1242,0.1242,2000
Clustering,1.0,2000,AMRI_v2,0.9435,0.00649999999999995,0.124,0.124,2000
Contaminated,0.0,100,Naive_OLS,0.952,0.0020000000000000018,0.4006,0.4006,2000
Contaminated,0.0,100,Sandwich_HC3,0.9495,0.0004999999999999449,0.4021,0.4021,2000
Contaminated,0.0,100,Sandwich_HC4,0.9635,0.013500000000000068,0.4362,0.4362,2000
Contaminated,0.0,100,Sandwich_HC5,0.9545,0.0045000000000000595,0.4124,0.4124,2000
Contaminated,0.0,100,Pairs_Bootstrap,0.958,0.008000000000000007,0.3863,0.3863,500
Contaminated,0.0,100,Wild_Bootstrap,0.942,0.008000000000000007,0.3761,0.3761,500
Contaminated,0.0,100,Bootstrap_t,0.96,0.010000000000000009,0.4018,0.4018,500
Contaminated,0.0,100,AKS_Adaptive,0.95,0.0,0.398,0.398,2000
Contaminated,0.0,100,AMRI_v1,0.952,0.0020000000000000018,0.4046,0.4046,2000
Contaminated,0.0,100,AMRI_v2,0.9525,0.0025000000000000577,0.4043,0.4043,2000
Contaminated,0.0,500,Naive_OLS,0.9555,0.00550000000000006,0.1757,0.1757,2000
Contaminated,0.0,500,Sandwich_HC3,0.9575,0.007500000000000062,0.176,0.176,2000
Contaminated,0.0,500,Sandwich_HC4,0.96,0.010000000000000009,0.1787,0.1787,2000
Contaminated,0.0,500,Sandwich_HC5,0.958,0.008000000000000007,0.1769,0.1769,2000
Contaminated,0.0,500,Pairs_Bootstrap,0.948,0.0020000000000000018,0.1729,0.1729,500
Contaminated,0.0,500,Wild_Bootstrap,0.948,0.0020000000000000018,0.1719,0.1719,500
Contaminated,0.0,500,Bootstrap_t,0.954,0.0040000000000000036,0.1744,0.1744,500
Contaminated,0.0,500,AKS_Adaptive,0.9555,0.00550000000000006,0.1755,0.1755,2000
Contaminated,0.0,500,AMRI_v1,0.957,0.007000000000000006,0.1766,0.1766,2000
Contaminated,0.0,500,AMRI_v2,0.9575,0.007500000000000062,0.1762,0.1762,2000
Contaminated,0.0,2000,Naive_OLS,0.9505,0.000500000000000056,0.0878,0.0878,2000
Contaminated,0.0,2000,Sandwich_HC3,0.947,0.0030000000000000027,0.0878,0.0878,2000
Contaminated,0.0,2000,Sandwich_HC4,0.9495,0.0004999999999999449,0.0881,0.0881,2000
Contaminated,0.0,2000,Sandwich_HC5,0.9475,0.0024999999999999467,0.0879,0.0879,2000
Contaminated,0.0,2000,Pairs_Bootstrap,0.94,0.010000000000000009,0.0863,0.0863,500
Contaminated,0.0,2000,Wild_Bootstrap,0.922,0.027999999999999914,0.0863,0.0863,500
Contaminated,0.0,2000,Bootstrap_t,0.944,0.006000000000000005,0.0864,0.0864,500
Contaminated,0.0,2000,AKS_Adaptive,0.9505,0.000500000000000056,0.0877,0.0877,2000
Contaminated,0.0,2000,AMRI_v1,0.951,0.0010000000000000009,0.088,0.088,2000
Contaminated,0.0,2000,AMRI_v2,0.95,0.0,0.0878,0.0878,2000
Contaminated,0.25,100,Naive_OLS,0.948,0.0020000000000000018,0.6543,0.6543,2000
Contaminated,0.25,100,Sandwich_HC3,0.954,0.0040000000000000036,0.6473,0.6473,2000
Contaminated,0.25,100,Sandwich_HC4,0.9675,0.01750000000000007,0.6995,0.6995,2000
Contaminated,0.25,100,Sandwich_HC5,0.9575,0.007500000000000062,0.6632,0.6632,2000
Contaminated,0.25,100,Pairs_Bootstrap,0.922,0.027999999999999914,0.6155,0.6155,500
Contaminated,0.25,100,Wild_Bootstrap,0.93,0.019999999999999907,0.5848,0.5848,500
Contaminated,0.25,100,Bootstrap_t,0.894,0.05599999999999994,0.6748,0.6748,500
Contaminated,0.25,100,AKS_Adaptive,0.961,0.01100000000000001,0.6757,0.6757,2000
Contaminated,0.25,100,AMRI_v1,0.962,0.01200000000000001,0.6716,0.6716,2000
Contaminated,0.25,100,AMRI_v2,0.9585,0.008500000000000063,0.6571,0.6571,2000
Contaminated,0.25,500,Naive_OLS,0.9585,0.008500000000000063,0.2926,0.2926,2000
Contaminated,0.25,500,Sandwich_HC3,0.957,0.007000000000000006,0.2906,0.2906,2000
Contaminated,0.25,500,Sandwich_HC4,0.959,0.009000000000000008,0.2948,0.2948,2000
Contaminated,0.25,500,Sandwich_HC5,0.958,0.008000000000000007,0.2919,0.2919,2000
Contaminated,0.25,500,Pairs_Bootstrap,0.932,0.017999999999999905,0.2843,0.2843,500
Contaminated,0.25,500,Wild_Bootstrap,0.938,0.01200000000000001,0.2809,0.2809,500
Contaminated,0.25,500,Bootstrap_t,0.926,0.02399999999999991,0.2885,0.2885,500
Contaminated,0.25,500,AKS_Adaptive,0.965,0.015000000000000013,0.2962,0.2962,2000
Contaminated,0.25,500,AMRI_v1,0.9645,0.014500000000000068,0.2982,0.2982,2000
Contaminated,0.25,500,AMRI_v2,0.9575,0.007500000000000062,0.2914,0.2914,2000
Contaminated,0.25,2000,Naive_OLS,0.9455,0.0044999999999999485,0.147,0.147,2000
Contaminated,0.25,2000,Sandwich_HC3,0.9455,0.0044999999999999485,0.1469,0.1469,2000
Contaminated,0.25,2000,Sandwich_HC4,0.946,0.0040000000000000036,0.1474,0.1474,2000
Contaminated,0.25,2000,Sandwich_HC5,0.9455,0.0044999999999999485,0.1471,0.1471,2000
Contaminated,0.25,2000,Pairs_Bootstrap,0.938,0.01200000000000001,0.1439,0.1439,500
Contaminated,0.25,2000,Wild_Bootstrap,0.934,0.015999999999999903,0.1434,0.1434,500
Contaminated,0.25,2000,Bootstrap_t,0.928,0.02199999999999991,0.144,0.144,500
Contaminated,0.25,2000,AKS_Adaptive,0.948,0.0020000000000000018,0.1478,0.1478,2000
Contaminated,0.25,2000,AMRI_v1,0.9505,0.000500000000000056,0.1508,0.1508,2000
Contaminated,0.25,2000,AMRI_v2,0.9455,0.0044999999999999485,0.147,0.147,2000
Contaminated,0.5,100,Naive_OLS,0.936,0.013999999999999901,0.8473,0.8473,2000
Contaminated,0.5,100,Sandwich_HC3,0.95,0.0,0.8436,0.8436,2000
Contaminated,0.5,100,Sandwich_HC4,0.965,0.015000000000000013,0.9116,0.9116,2000
Contaminated,0.5,100,Sandwich_HC5,0.957,0.007000000000000006,0.8644,0.8644,2000
Contaminated,0.5,100,Pairs_Bootstrap,0.926,0.02399999999999991,0.8137,0.8137,500
Contaminated,0.5,100,Wild_Bootstrap,0.938,0.01200000000000001,0.7758,0.7758,500
Contaminated,0.5,100,Bootstrap_t,0.912,0.03799999999999992,0.8797,0.8797,500
Contaminated,0.5,100,AKS_Adaptive,0.951,0.0010000000000000009,0.8708,0.8708,2000
Contaminated,0.5,100,AMRI_v1,0.9515,0.0015000000000000568,0.8716,0.8716,2000
Contaminated,0.5,100,AMRI_v2,0.95,0.0,0.8544,0.8544,2000
Contaminated,0.5,500,Naive_OLS,0.96,0.010000000000000009,0.3758,0.3758,2000
Contaminated,0.5,500,Sandwich_HC3,0.9595,0.009500000000000064,0.3728,0.3728,2000
Contaminated,0.5,500,Sandwich_HC4,0.9635,0.013500000000000068,0.3782,0.3782,2000
Contaminated,0.5,500,Sandwich_HC5,0.96,0.010000000000000009,0.3745,0.3745,2000
Contaminated,0.5,500,Pairs_Bootstrap,0.938,0.01200000000000001,0.3652,0.3652,500
Contaminated,0.5,500,Wild_Bootstrap,0.94,0.010000000000000009,0.3601,0.3601,500
Contaminated,0.5,500,Bootstrap_t,0.93,0.019999999999999907,0.3684,0.3684,500
Contaminated,0.5,500,AKS_Adaptive,0.9655,0.01550000000000007,0.3793,0.3793,2000
Contaminated,0.5,500,AMRI_v1,0.963,0.013000000000000012,0.382,0.382,2000
Contaminated,0.5,500,AMRI_v2,0.96,0.010000000000000009,0.3741,0.3741,2000
Contaminated,0.5,2000,Naive_OLS,0.948,0.0020000000000000018,0.1882,0.1882,2000
Contaminated,0.5,2000,Sandwich_HC3,0.95,0.0,0.1882,0.1882,2000
Contaminated,0.5,2000,Sandwich_HC4,0.951,0.0010000000000000009,0.1889,0.1889,2000
Contaminated,0.5,2000,Sandwich_HC5,0.95,0.0,0.1884,0.1884,2000
Contaminated,0.5,2000,Pairs_Bootstrap,0.944,0.006000000000000005,0.1839,0.1839,500
Contaminated,0.5,2000,Wild_Bootstrap,0.934,0.015999999999999903,0.1831,0.1831,500
Contaminated,0.5,2000,Bootstrap_t,0.934,0.015999999999999903,0.184,0.184,500
Contaminated,0.5,2000,AKS_Adaptive,0.9495,0.0004999999999999449,0.189,0.189,2000
Contaminated,0.5,2000,AMRI_v1,0.9545,0.0045000000000000595,0.1923,0.1923,2000
Contaminated,0.5,2000,AMRI_v2,0.95,0.0,0.1883,0.1883,2000
Contaminated,0.75,100,Naive_OLS,0.939,0.01100000000000001,1.0049,1.0049,2000
Contaminated,0.75,100,Sandwich_HC3,0.9435,0.00649999999999995,0.9988,0.9988,2000
Contaminated,0.75,100,Sandwich_HC4,0.961,0.01100000000000001,1.0803,1.0803,2000
Contaminated,0.75,100,Sandwich_HC5,0.9485,0.0014999999999999458,1.024,1.024,2000
