dgp,delta,n,method,coverage,coverage_accuracy,avg_width,median_width,valid_reps
Heavy_Tails,1.0,100,Wild_Bootstrap,0.932,0.017999999999999905,0.1883,0.1883,500
Heavy_Tails,1.0,100,Bootstrap_t,0.922,0.027999999999999914,0.2749,0.2749,500
Heavy_Tails,1.0,100,AKS_Adaptive,0.959,0.009000000000000008,0.2252,0.2252,2000
Heavy_Tails,1.0,100,AMRI_v1,0.961,0.01100000000000001,0.2195,0.2195,2000
Heavy_Tails,1.0,100,AMRI_v2,0.956,0.006000000000000005,0.2145,0.2145,2000
Heavy_Tails,1.0,500,Naive_OLS,0.9525,0.0025000000000000577,0.1062,0.1062,2000
Heavy_Tails,1.0,500,Sandwich_HC3,0.952,0.0020000000000000018,0.1007,0.1007,2000
Heavy_Tails,1.0,500,Sandwich_HC4,0.956,0.006000000000000005,0.102,0.102,2000
Heavy_Tails,1.0,500,Sandwich_HC5,0.953,0.0030000000000000027,0.1011,0.1011,2000
Heavy_Tails,1.0,500,Pairs_Bootstrap,0.928,0.02199999999999991,0.0966,0.0966,500
Heavy_Tails,1.0,500,Wild_Bootstrap,0.936,0.013999999999999901,0.0925,0.0925,500
Heavy_Tails,1.0,500,Bootstrap_t,0.912,0.03799999999999992,0.109,0.109,500
Heavy_Tails,1.0,500,AKS_Adaptive,0.963,0.013000000000000012,0.1051,0.1051,2000
Heavy_Tails,1.0,500,AMRI_v1,0.9585,0.008500000000000063,0.1042,0.1042,2000
Heavy_Tails,1.0,500,AMRI_v2,0.9525,0.0025000000000000577,0.101,0.101,2000
Heavy_Tails,1.0,2000,Naive_OLS,0.952,0.0020000000000000018,0.0564,0.0564,2000
Heavy_Tails,1.0,2000,Sandwich_HC3,0.9545,0.0045000000000000595,0.0557,0.0557,2000
Heavy_Tails,1.0,2000,Sandwich_HC4,0.955,0.0050000000000000044,0.0559,0.0559,2000
Heavy_Tails,1.0,2000,Sandwich_HC5,0.9545,0.0045000000000000595,0.0558,0.0558,2000
Heavy_Tails,1.0,2000,Pairs_Bootstrap,0.936,0.013999999999999901,0.0528,0.0528,500
Heavy_Tails,1.0,2000,Wild_Bootstrap,0.942,0.008000000000000007,0.0511,0.0511,500
Heavy_Tails,1.0,2000,Bootstrap_t,0.92,0.029999999999999916,0.0576,0.0576,500
Heavy_Tails,1.0,2000,AKS_Adaptive,0.9655,0.01550000000000007,0.0568,0.0568,2000
Heavy_Tails,1.0,2000,AMRI_v1,0.9655,0.01550000000000007,0.0579,0.0579,2000
Heavy_Tails,1.0,2000,AMRI_v2,0.9555,0.00550000000000006,0.0558,0.0558,2000
Nonlinear,0.0,100,Naive_OLS,0.9445,0.005499999999999949,0.4009,0.4009,2000
Nonlinear,0.0,100,Sandwich_HC3,0.9435,0.00649999999999995,0.404,0.404,2000
Nonlinear,0.0,100,Sandwich_HC4,0.9545,0.0045000000000000595,0.4387,0.4387,2000
Nonlinear,0.0,100,Sandwich_HC5,0.946,0.0040000000000000036,0.4142,0.4142,2000
Nonlinear,0.0,100,Pairs_Bootstrap,0.92,0.029999999999999916,0.389,0.389,500
Nonlinear,0.0,100,Wild_Bootstrap,0.916,0.03399999999999992,0.3788,0.3788,500
Nonlinear,0.0,100,Bootstrap_t,0.928,0.02199999999999991,0.4055,0.4055,500
Nonlinear,0.0,100,AKS_Adaptive,0.944,0.006000000000000005,0.3983,0.3983,2000
Nonlinear,0.0,100,AMRI_v1,0.9455,0.0044999999999999485,0.4059,0.4059,2000
Nonlinear,0.0,100,AMRI_v2,0.9455,0.0044999999999999485,0.4055,0.4055,2000
Nonlinear,0.0,500,Naive_OLS,0.9565,0.006500000000000061,0.1763,0.1763,2000
Nonlinear,0.0,500,Sandwich_HC3,0.9545,0.0045000000000000595,0.1764,0.1764,2000
Nonlinear,0.0,500,Sandwich_HC4,0.959,0.009000000000000008,0.179,0.179,2000
Nonlinear,0.0,500,Sandwich_HC5,0.956,0.006000000000000005,0.1772,0.1772,2000
Nonlinear,0.0,500,Pairs_Bootstrap,0.956,0.006000000000000005,0.1737,0.1737,500
Nonlinear,0.0,500,Wild_Bootstrap,0.948,0.0020000000000000018,0.1728,0.1728,500
Nonlinear,0.0,500,Bootstrap_t,0.94,0.010000000000000009,0.1749,0.1749,500
Nonlinear,0.0,500,AKS_Adaptive,0.9555,0.00550000000000006,0.176,0.176,2000
Nonlinear,0.0,500,AMRI_v1,0.9575,0.007500000000000062,0.1769,0.1769,2000
Nonlinear,0.0,500,AMRI_v2,0.957,0.007000000000000006,0.1766,0.1766,2000
Nonlinear,0.0,2000,Naive_OLS,0.953,0.0030000000000000027,0.0878,0.0878,2000
Nonlinear,0.0,2000,Sandwich_HC3,0.9545,0.0045000000000000595,0.0878,0.0878,2000
Nonlinear,0.0,2000,Sandwich_HC4,0.9555,0.00550000000000006,0.0881,0.0881,2000
Nonlinear,0.0,2000,Sandwich_HC5,0.9545,0.0045000000000000595,0.0879,0.0879,2000
Nonlinear,0.0,2000,Pairs_Bootstrap,0.944,0.006000000000000005,0.0864,0.0864,500
Nonlinear,0.0,2000,Wild_Bootstrap,0.948,0.0020000000000000018,0.0861,0.0861,500
Nonlinear,0.0,2000,Bootstrap_t,0.956,0.006000000000000005,0.0865,0.0865,500
Nonlinear,0.0,2000,AKS_Adaptive,0.953,0.0030000000000000027,0.0877,0.0877,2000
Nonlinear,0.0,2000,AMRI_v1,0.953,0.0030000000000000027,0.088,0.088,2000
Nonlinear,0.0,2000,AMRI_v2,0.953,0.0030000000000000027,0.0878,0.0878,2000
Nonlinear,0.25,100,Naive_OLS,0.897,0.052999999999999936,0.4237,0.4237,2000
Nonlinear,0.25,100,Sandwich_HC3,0.939,0.01100000000000001,0.5034,0.5034,2000
Nonlinear,0.25,100,Sandwich_HC4,0.9625,0.012500000000000067,0.5795,0.5795,2000
Nonlinear,0.25,100,Sandwich_HC5,0.9475,0.0024999999999999467,0.5286,0.5286,2000
Nonlinear,0.25,100,Pairs_Bootstrap,0.922,0.027999999999999914,0.4745,0.4745,500
Nonlinear,0.25,100,Wild_Bootstrap,0.908,0.041999999999999926,0.4609,0.4609,500
Nonlinear,0.25,100,Bootstrap_t,0.922,0.027999999999999914,0.5239,0.5239,500
Nonlinear,0.25,100,AKS_Adaptive,0.914,0.03599999999999992,0.4617,0.4617,2000
Nonlinear,0.25,100,AMRI_v1,0.9305,0.019499999999999962,0.5022,0.5022,2000
Nonlinear,0.25,100,AMRI_v2,0.934,0.015999999999999903,0.4966,0.4966,2000
Nonlinear,0.25,500,Naive_OLS,0.8915,0.058499999999999996,0.1868,0.1868,2000
Nonlinear,0.25,500,Sandwich_HC3,0.9435,0.00649999999999995,0.224,0.224,2000
Nonlinear,0.25,500,Sandwich_HC4,0.949,0.0010000000000000009,0.2304,0.2304,2000
Nonlinear,0.25,500,Sandwich_HC5,0.944,0.006000000000000005,0.2265,0.2265,2000
Nonlinear,0.25,500,Pairs_Bootstrap,0.92,0.029999999999999916,0.2195,0.2195,500
Nonlinear,0.25,500,Wild_Bootstrap,0.928,0.02199999999999991,0.2187,0.2187,500
Nonlinear,0.25,500,Bootstrap_t,0.934,0.015999999999999903,0.2246,0.2246,500
Nonlinear,0.25,500,AKS_Adaptive,0.929,0.020999999999999908,0.2112,0.2112,2000
Nonlinear,0.25,500,AMRI_v1,0.9525,0.0025000000000000577,0.2341,0.2341,2000
Nonlinear,0.25,500,AMRI_v2,0.943,0.007000000000000006,0.2241,0.2241,2000
Nonlinear,0.25,2000,Naive_OLS,0.8975,0.05249999999999999,0.0931,0.0931,2000
Nonlinear,0.25,2000,Sandwich_HC3,0.951,0.0010000000000000009,0.1118,0.1118,2000
Nonlinear,0.25,2000,Sandwich_HC4,0.9525,0.0025000000000000577,0.1126,0.1126,2000
Nonlinear,0.25,2000,Sandwich_HC5,0.952,0.0020000000000000018,0.1122,0.1122,2000
Nonlinear,0.25,2000,Pairs_Bootstrap,0.95,0.0,0.11,0.11,500
Nonlinear,0.25,2000,Wild_Bootstrap,0.944,0.006000000000000005,0.1098,0.1098,500
Nonlinear,0.25,2000,Bootstrap_t,0.958,0.008000000000000007,0.1107,0.1107,500
Nonlinear,0.25,2000,AKS_Adaptive,0.944,0.006000000000000005,0.1086,0.1086,2000
Nonlinear,0.25,2000,AMRI_v1,0.9595,0.009500000000000064,0.1175,0.1175,2000
Nonlinear,0.25,2000,AMRI_v2,0.951,0.0010000000000000009,0.1119,0.1119,2000
Nonlinear,0.5,100,Naive_OLS,0.807,0.1429999999999999,0.4856,0.4856,2000
Nonlinear,0.5,100,Sandwich_HC3,0.937,0.0129999999999999,0.7217,0.7217,2000
Nonlinear,0.5,100,Sandwich_HC4,0.964,0.014000000000000012,0.8723,0.8723,2000
Nonlinear,0.5,100,Sandwich_HC5,0.9485,0.0014999999999999458,0.7735,0.7735,2000
Nonlinear,0.5,100,Pairs_Bootstrap,0.906,0.04399999999999993,0.6641,0.6641,500
Nonlinear,0.5,100,Wild_Bootstrap,0.894,0.05599999999999994,0.6459,0.6459,500
Nonlinear,0.5,100,Bootstrap_t,0.926,0.02399999999999991,0.7823,0.7823,500
Nonlinear,0.5,100,AKS_Adaptive,0.911,0.038999999999999924,0.6687,0.6687,2000
Nonlinear,0.5,100,AMRI_v1,0.944,0.006000000000000005,0.759,0.759,2000
Nonlinear,0.5,100,AMRI_v2,0.937,0.0129999999999999,0.7274,0.7274,2000
Nonlinear,0.5,500,Naive_OLS,0.7915,0.15849999999999997,0.2154,0.2154,2000
Nonlinear,0.5,500,Sandwich_HC3,0.947,0.0030000000000000027,0.327,0.327,2000
Nonlinear,0.5,500,Sandwich_HC4,0.9535,0.0035000000000000586,0.3401,0.3401,2000
Nonlinear,0.5,500,Sandwich_HC5,0.9485,0.0014999999999999458,0.3324,0.3324,2000
Nonlinear,0.5,500,Pairs_Bootstrap,0.922,0.027999999999999914,0.3187,0.3187,500
Nonlinear,0.5,500,Wild_Bootstrap,0.924,0.025999999999999912,0.3171,0.3171,500
Nonlinear,0.5,500,Bootstrap_t,0.918,0.03199999999999992,0.3319,0.3319,500
Nonlinear,0.5,500,AKS_Adaptive,0.9335,0.01649999999999996,0.3166,0.3166,2000
Nonlinear,0.5,500,AMRI_v1,0.9585,0.008500000000000063,0.3442,0.3442,2000
Nonlinear,0.5,500,AMRI_v2,0.9475,0.0024999999999999467,0.3278,0.3278,2000
Nonlinear,0.5,2000,Naive_OLS,0.796,0.15399999999999991,0.1074,0.1074,2000
Nonlinear,0.5,2000,Sandwich_HC3,0.95,0.0,0.1639,0.1639,2000
Nonlinear,0.5,2000,Sandwich_HC4,0.953,0.0030000000000000027,0.1655,0.1655,2000
Nonlinear,0.5,2000,Sandwich_HC5,0.9505,0.000500000000000056,0.1646,0.1646,2000
Nonlinear,0.5,2000,Pairs_Bootstrap,0.958,0.008000000000000007,0.1615,0.1615,500
Nonlinear,0.5,2000,Wild_Bootstrap,0.956,0.006000000000000005,0.1611,0.1611,500
Nonlinear,0.5,2000,Bootstrap_t,0.958,0.008000000000000007,0.1631,0.1631,500
Nonlinear,0.5,2000,AKS_Adaptive,0.9465,0.0034999999999999476,0.1613,0.1613,2000
Nonlinear,0.5,2000,AMRI_v1,0.962,0.01200000000000001,0.1722,0.1722,2000
Nonlinear,0.5,2000,AMRI_v2,0.9505,0.000500000000000056,0.164,0.164,2000
Nonlinear,0.75,100,Naive_OLS,0.739,0.21099999999999997,0.5735,0.5735,2000
Nonlinear,0.75,100,Sandwich_HC3,0.9385,0.011499999999999955,0.9823,0.9823,2000
Nonlinear,0.75,100,Sandwich_HC4,0.9685,0.018500000000000072,1.2112,1.2112,2000
Nonlinear,0.75,100,Sandwich_HC5,0.949,0.0010000000000000009,1.0617,1.0617,2000
Nonlinear,0.75,100,Pairs_Bootstrap,0.91,0.039999999999999925,0.8953,0.8953,500
Nonlinear,0.75,100,Wild_Bootstrap,0.904,0.04599999999999993,0.8697,0.8697,500
Nonlinear,0.75,100,Bootstrap_t,0.92,0.029999999999999916,1.0864,1.0864,500
Nonlinear,0.75,100,AKS_Adaptive,0.9215,0.02849999999999997,0.9285,0.9285,2000
Nonlinear,0.75,100,AMRI_v1,0.952,0.0020000000000000018,1.0428,1.0428,2000
Nonlinear,0.75,100,AMRI_v2,0.941,0.009000000000000008,0.994,0.994,2000
Nonlinear,0.75,500,Naive_OLS,0.729,0.22099999999999997,0.2559,0.2559,2000
Nonlinear,0.75,500,Sandwich_HC3,0.943,0.007000000000000006,0.4488,0.4488,2000
Nonlinear,0.75,500,Sandwich_HC4,0.953,0.0030000000000000027,0.4689,0.4689,2000
Nonlinear,0.75,500,Sandwich_HC5,0.948,0.0020000000000000018,0.4571,0.4571,2000
Nonlinear,0.75,500,Pairs_Bootstrap,0.92,0.029999999999999916,0.4369,0.4369,500
Nonlinear,0.75,500,Wild_Bootstrap,0.916,0.03399999999999992,0.4346,0.4346,500
Nonlinear,0.75,500,Bootstrap_t,0.914,0.03599999999999992,0.4573,0.4573,500
Nonlinear,0.75,500,AKS_Adaptive,0.935,0.014999999999999902,0.4386,0.4386,2000
Nonlinear,0.75,500,AMRI_v1,0.9565,0.006500000000000061,0.4724,0.4724,2000
Nonlinear,0.75,500,AMRI_v2,0.943,0.007000000000000006,0.4499,0.4499,2000
Nonlinear,0.75,2000,Naive_OLS,0.718,0.23199999999999998,0.1278,0.1278,2000
Nonlinear,0.75,2000,Sandwich_HC3,0.9535,0.0035000000000000586,0.2253,0.2253,2000
Nonlinear,0.75,2000,Sandwich_HC4,0.9555,0.00550000000000006,0.2279,0.2279,2000
Nonlinear,0.75,2000,Sandwich_HC5,0.954,0.0040000000000000036,0.2265,0.2265,2000
Nonlinear,0.75,2000,Pairs_Bootstrap,0.968,0.018000000000000016,0.2222,0.2222,500
Nonlinear,0.75,2000,Wild_Bootstrap,0.966,0.016000000000000014,0.2211,0.2211,500
Nonlinear,0.75,2000,Bootstrap_t,0.966,0.016000000000000014,0.2248,0.2248,500
Nonlinear,0.75,2000,AKS_Adaptive,0.949,0.0010000000000000009,0.2228,0.2228,2000
Nonlinear,0.75,2000,AMRI_v1,0.9645,0.014500000000000068,0.2368,0.2368,2000
Nonlinear,0.75,2000,AMRI_v2,0.954,0.0040000000000000036,0.2255,0.2255,2000
Nonlinear,1.0,100,Naive_OLS,0.6975,0.25249999999999995,0.6774,0.6774,2000
Nonlinear,1.0,100,Sandwich_HC3,0.9405,0.009499999999999953,1.2594,1.2594,2000
Nonlinear,1.0,100,Sandwich_HC4,0.9675,0.01750000000000007,1.5668,1.5668,2000
Nonlinear,1.0,100,Sandwich_HC5,0.951,0.0010000000000000009,1.3664,1.3664,2000
Nonlinear,1.0,100,Pairs_Bootstrap,0.912,0.03799999999999992,1.1406,1.1406,500
Nonlinear,1.0,100,Wild_Bootstrap,0.902,0.04799999999999993,1.1089,1.1089,500
Nonlinear,1.0,100,Bootstrap_t,0.918,0.03199999999999992,1.4084,1.4084,500
Nonlinear,1.0,100,AKS_Adaptive,0.928,0.02199999999999991,1.2023,1.2023,2000
Nonlinear,1.0,100,AMRI_v1,0.951,0.0010000000000000009,1.3389,1.3389,2000
Nonlinear,1.0,100,AMRI_v2,0.946,0.0040000000000000036,1.2751,1.2751,2000
Nonlinear,1.0,500,Naive_OLS,0.6895,0.26049999999999995,0.3037,0.3037,2000
Nonlinear,1.0,500,Sandwich_HC3,0.942,0.008000000000000007,0.5776,0.5776,2000
Nonlinear,1.0,500,Sandwich_HC4,0.9525,0.0025000000000000577,0.6047,0.6047,2000
Nonlinear,1.0,500,Sandwich_HC5,0.9465,0.0034999999999999476,0.5888,0.5888,2000
Nonlinear,1.0,500,Pairs_Bootstrap,0.916,0.03399999999999992,0.5617,0.5617,500
Nonlinear,1.0,500,Wild_Bootstrap,0.91,0.039999999999999925,0.559,0.559,500
Nonlinear,1.0,500,Bootstrap_t,0.914,0.03599999999999992,0.5891,0.5891,500
Nonlinear,1.0,500,AKS_Adaptive,0.9365,0.013499999999999956,0.5666,0.5666,2000
Nonlinear,1.0,500,AMRI_v1,0.953,0.0030000000000000027,0.608,0.608,2000
Nonlinear,1.0,500,AMRI_v2,0.944,0.006000000000000005,0.5791,0.5791,2000
Nonlinear,1.0,2000,Naive_OLS,0.6735,0.27649999999999997,0.1518,0.1518,2000
Nonlinear,1.0,2000,Sandwich_HC3,0.9555,0.00550000000000006,0.2903,0.2903,2000
Nonlinear,1.0,2000,Sandwich_HC4,0.9575,0.007500000000000062,0.2937,0.2937,2000
Nonlinear,1.0,2000,Sandwich_HC5,0.956,0.006000000000000005,0.2918,0.2918,2000
Nonlinear,1.0,2000,Pairs_Bootstrap,0.968,0.018000000000000016,0.2862,0.2862,500
Nonlinear,1.0,2000,Wild_Bootstrap,0.97,0.020000000000000018,0.2848,0.2848,500
Nonlinear,1.0,2000,Bootstrap_t,0.97,0.020000000000000018,0.2896,0.2896,500
Nonlinear,1.0,2000,AKS_Adaptive,0.9535,0.0035000000000000586,0.2875,0.2875,2000
Nonlinear,1.0,2000,AMRI_v1,0.964,0.014000000000000012,0.305,0.305,2000
Nonlinear,1.0,2000,AMRI_v2,0.9555,0.00550000000000006,0.2904,0.2904,2000
Omitted_Variable,0.0,100,Naive_OLS,0.949,0.0010000000000000009,0.4009,0.4009,2000
Omitted_Variable,0.0,100,Sandwich_HC3,0.946,0.0040000000000000036,0.402,0.402,2000
Omitted_Variable,0.0,100,Sandwich_HC4,0.9625,0.012500000000000067,0.4356,0.4356,2000
Omitted_Variable,0.0,100,Sandwich_HC5,0.9515,0.0015000000000000568,0.4117,0.4117,2000
Omitted_Variable,0.0,100,Pairs_Bootstrap,0.934,0.015999999999999903,0.3878,0.3878,500
Omitted_Variable,0.0,100,Wild_Bootstrap,0.926,0.02399999999999991,0.378,0.378,500
Omitted_Variable,0.0,100,Bootstrap_t,0.95,0.0,0.4038,0.4038,500
Omitted_Variable,0.0,100,AKS_Adaptive,0.9475,0.0024999999999999467,0.3985,0.3985,2000
Omitted_Variable,0.0,100,AMRI_v1,0.9505,0.000500000000000056,0.4056,0.4056,2000
Omitted_Variable,0.0,100,AMRI_v2,0.95,0.0,0.4049,0.4049,2000
Omitted_Variable,0.0,500,Naive_OLS,0.9585,0.008500000000000063,0.1762,0.1762,2000
Omitted_Variable,0.0,500,Sandwich_HC3,0.9575,0.007500000000000062,0.1765,0.1765,2000
Omitted_Variable,0.0,500,Sandwich_HC4,0.9595,0.009500000000000064,0.1792,0.1792,2000
Omitted_Variable,0.0,500,Sandwich_HC5,0.958,0.008000000000000007,0.1774,0.1774,2000
Omitted_Variable,0.0,500,Pairs_Bootstrap,0.956,0.006000000000000005,0.1747,0.1747,500
Omitted_Variable,0.0,500,Wild_Bootstrap,0.95,0.0,0.1725,0.1725,500
Omitted_Variable,0.0,500,Bootstrap_t,0.952,0.0020000000000000018,0.1759,0.1759,500
Omitted_Variable,0.0,500,AKS_Adaptive,0.9575,0.007500000000000062,0.176,0.176,2000
Omitted_Variable,0.0,500,AMRI_v1,0.958,0.008000000000000007,0.1772,0.1772,2000
Omitted_Variable,0.0,500,AMRI_v2,0.9575,0.007500000000000062,0.1768,0.1768,2000
Omitted_Variable,0.0,2000,Naive_OLS,0.955,0.0050000000000000044,0.0877,0.0877,2000
Omitted_Variable,0.0,2000,Sandwich_HC3,0.9535,0.0035000000000000586,0.0877,0.0877,2000
Omitted_Variable,0.0,2000,Sandwich_HC4,0.9545,0.0045000000000000595,0.088,0.088,2000
Omitted_Variable,0.0,2000,Sandwich_HC5,0.954,0.0040000000000000036,0.0878,0.0878,2000
Omitted_Variable,0.0,2000,Pairs_Bootstrap,0.948,0.0020000000000000018,0.0859,0.0859,500
Omitted_Variable,0.0,2000,Wild_Bootstrap,0.942,0.008000000000000007,0.0858,0.0858,500
Omitted_Variable,0.0,2000,Bootstrap_t,0.944,0.006000000000000005,0.0861,0.0861,500
Omitted_Variable,0.0,2000,AKS_Adaptive,0.955,0.0050000000000000044,0.0877,0.0877,2000
Omitted_Variable,0.0,2000,AMRI_v1,0.9565,0.006500000000000061,0.0879,0.0879,2000
Omitted_Variable,0.0,2000,AMRI_v2,0.9555,0.00550000000000006,0.0877,0.0877,2000
Omitted_Variable,0.25,100,Naive_OLS,0.9525,0.0025000000000000577,0.4102,0.4102,2000
Omitted_Variable,0.25,100,Sandwich_HC3,0.946,0.0040000000000000036,0.4113,0.4113,2000
Omitted_Variable,0.25,100,Sandwich_HC4,0.966,0.016000000000000014,0.4456,0.4456,2000
Omitted_Variable,0.25,100,Sandwich_HC5,0.9505,0.000500000000000056,0.4213,0.4213,2000
Omitted_Variable,0.25,100,Pairs_Bootstrap,0.94,0.010000000000000009,0.3968,0.3968,500
Omitted_Variable,0.25,100,Wild_Bootstrap,0.918,0.03199999999999992,0.3867,0.3867,500
Omitted_Variable,0.25,100,Bootstrap_t,0.936,0.013999999999999901,0.413,0.413,500
Omitted_Variable,0.25,100,AKS_Adaptive,0.9505,0.000500000000000056,0.4077,0.4077,2000
Omitted_Variable,0.25,100,AMRI_v1,0.9525,0.0025000000000000577,0.4149,0.4149,2000
Omitted_Variable,0.25,100,AMRI_v2,0.9515,0.0015000000000000568,0.414,0.414,2000
Omitted_Variable,0.25,500,Naive_OLS,0.9595,0.009500000000000064,0.1803,0.1803,2000
Omitted_Variable,0.25,500,Sandwich_HC3,0.96,0.010000000000000009,0.1805,0.1805,2000
Omitted_Variable,0.25,500,Sandwich_HC4,0.9615,0.011500000000000066,0.1832,0.1832,2000
Omitted_Variable,0.25,500,Sandwich_HC5,0.9605,0.010500000000000065,0.1814,0.1814,2000
Omitted_Variable,0.25,500,Pairs_Bootstrap,0.95,0.0,0.1786,0.1786,500
Omitted_Variable,0.25,500,Wild_Bootstrap,0.94,0.010000000000000009,0.1757,0.1757,500
Omitted_Variable,0.25,500,Bootstrap_t,0.94,0.010000000000000009,0.1801,0.1801,500
Omitted_Variable,0.25,500,AKS_Adaptive,0.9595,0.009500000000000064,0.18,0.18,2000
Omitted_Variable,0.25,500,AMRI_v1,0.96,0.010000000000000009,0.1811,0.1811,2000
Omitted_Variable,0.25,500,AMRI_v2,0.959,0.009000000000000008,0.1807,0.1807,2000
Omitted_Variable,0.25,2000,Naive_OLS,0.9535,0.0035000000000000586,0.0898,0.0898,2000
Omitted_Variable,0.25,2000,Sandwich_HC3,0.951,0.0010000000000000009,0.0898,0.0898,2000
Omitted_Variable,0.25,2000,Sandwich_HC4,0.953,0.0030000000000000027,0.0901,0.0901,2000
Omitted_Variable,0.25,2000,Sandwich_HC5,0.952,0.0020000000000000018,0.0899,0.0899,2000
Omitted_Variable,0.25,2000,Pairs_Bootstrap,0.954,0.0040000000000000036,0.0878,0.0878,500
Omitted_Variable,0.25,2000,Wild_Bootstrap,0.948,0.0020000000000000018,0.0881,0.0881,500
Omitted_Variable,0.25,2000,Bootstrap_t,0.948,0.0020000000000000018,0.0881,0.0881,500
Omitted_Variable,0.25,2000,AKS_Adaptive,0.9535,0.0035000000000000586,0.0897,0.0897,2000
Omitted_Variable,0.25,2000,AMRI_v1,0.954,0.0040000000000000036,0.09,0.09,2000
Omitted_Variable,0.25,2000,AMRI_v2,0.9535,0.0035000000000000586,0.0898,0.0898,2000
Omitted_Variable,0.5,100,Naive_OLS,0.9455,0.0044999999999999485,0.4369,0.4369,2000
Omitted_Variable,0.5,100,Sandwich_HC3,0.9485,0.0014999999999999458,0.4382,0.4382,2000
Omitted_Variable,0.5,100,Sandwich_HC4,0.9635,0.013500000000000068,0.4746,0.4746,2000
Omitted_Variable,0.5,100,Sandwich_HC5,0.951,0.0010000000000000009,0.4488,0.4488,2000
Omitted_Variable,0.5,100,Pairs_Bootstrap,0.934,0.015999999999999903,0.4226,0.4226,500
Omitted_Variable,0.5,100,Wild_Bootstrap,0.914,0.03599999999999992,0.4117,0.4117,500
Omitted_Variable,0.5,100,Bootstrap_t,0.934,0.015999999999999903,0.4392,0.4392,500
Omitted_Variable,0.5,100,AKS_Adaptive,0.9445,0.005499999999999949,0.4341,0.4341,2000
Omitted_Variable,0.5,100,AMRI_v1,0.947,0.0030000000000000027,0.4414,0.4414,2000
Omitted_Variable,0.5,100,AMRI_v2,0.9475,0.0024999999999999467,0.4405,0.4405,2000
Omitted_Variable,0.5,500,Naive_OLS,0.9635,0.013500000000000068,0.192,0.192,2000
Omitted_Variable,0.5,500,Sandwich_HC3,0.962,0.01200000000000001,0.1922,0.1922,2000
Omitted_Variable,0.5,500,Sandwich_HC4,0.965,0.015000000000000013,0.195,0.195,2000
Omitted_Variable,0.5,500,Sandwich_HC5,0.963,0.013000000000000012,0.1931,0.1931,2000
Omitted_Variable,0.5,500,Pairs_Bootstrap,0.958,0.008000000000000007,0.1899,0.1899,500
Omitted_Variable,0.5,500,Wild_Bootstrap,0.95,0.0,0.1866,0.1866,500
Omitted_Variable,0.5,500,Bootstrap_t,0.948,0.0020000000000000018,0.1916,0.1916,500
Omitted_Variable,0.5,500,AKS_Adaptive,0.964,0.014000000000000012,0.1917,0.1917,2000
Omitted_Variable,0.5,500,AMRI_v1,0.964,0.014000000000000012,0.1928,0.1928,2000
Omitted_Variable,0.5,500,AMRI_v2,0.964,0.014000000000000012,0.1923,0.1923,2000
Omitted_Variable,0.5,2000,Naive_OLS,0.955,0.0050000000000000044,0.0956,0.0956,2000
Omitted_Variable,0.5,2000,Sandwich_HC3,0.9535,0.0035000000000000586,0.0956,0.0956,2000
Omitted_Variable,0.5,2000,Sandwich_HC4,0.9535,0.0035000000000000586,0.096,0.096,2000
Omitted_Variable,0.5,2000,Sandwich_HC5,0.9535,0.0035000000000000586,0.0958,0.0958,2000
Omitted_Variable,0.5,2000,Pairs_Bootstrap,0.952,0.0020000000000000018,0.0937,0.0937,500
Omitted_Variable,0.5,2000,Wild_Bootstrap,0.954,0.0040000000000000036,0.0942,0.0942,500
Omitted_Variable,0.5,2000,Bootstrap_t,0.946,0.0040000000000000036,0.0939,0.0939,500
Omitted_Variable,0.5,2000,AKS_Adaptive,0.954,0.0040000000000000036,0.0956,0.0956,2000
Omitted_Variable,0.5,2000,AMRI_v1,0.9555,0.00550000000000006,0.0959,0.0959,2000
Omitted_Variable,0.5,2000,AMRI_v2,0.9555,0.00550000000000006,0.0957,0.0957,2000
Omitted_Variable,0.75,100,Naive_OLS,0.9495,0.0004999999999999449,0.4782,0.4782,2000
Omitted_Variable,0.75,100,Sandwich_HC3,0.9485,0.0014999999999999458,0.4796,0.4796,2000
Omitted_Variable,0.75,100,Sandwich_HC4,0.965,0.015000000000000013,0.5195,0.5195,2000
Omitted_Variable,0.75,100,Sandwich_HC5,0.9545,0.0045000000000000595,0.4912,0.4912,2000
Omitted_Variable,0.75,100,Pairs_Bootstrap,0.932,0.017999999999999905,0.463,0.463,500
Omitted_Variable,0.75,100,Wild_Bootstrap,0.916,0.03399999999999992,0.4501,0.4501,500
Omitted_Variable,0.75,100,Bootstrap_t,0.932,0.017999999999999905,0.4801,0.4801,500
Omitted_Variable,0.75,100,AKS_Adaptive,0.9485,0.0014999999999999458,0.4751,0.4751,2000
Omitted_Variable,0.75,100,AMRI_v1,0.95,0.0,0.4824,0.4824,2000
Omitted_Variable,0.75,100,AMRI_v2,0.9505,0.000500000000000056,0.4821,0.4821,2000
Omitted_Variable,0.75,500,Naive_OLS,0.9635,0.013500000000000068,0.2101,0.2101,2000
Omitted_Variable,0.75,500,Sandwich_HC3,0.962,0.01200000000000001,0.2102,0.2102,2000
Omitted_Variable,0.75,500,Sandwich_HC4,0.965,0.015000000000000013,0.2134,0.2134,2000
Omitted_Variable,0.75,500,Sandwich_HC5,0.9625,0.012500000000000067,0.2112,0.2112,2000
