dgp,delta,n,method,B_total,B_valid,coverage,coverage_mc_se,avg_width,median_width,bias,rmse,se_mean,theta_true,avg_weight,pct_full_robust,pct_full_naive
DGP3_heteroscedastic,0.75,5000,AMRI,2000,2000,0.9625,0.004248,0.083766,0.083464,-0.000611,0.02042,0.021364,1.0,,,
DGP3_heteroscedastic,0.75,5000,AMRI_v2,2000,2000,0.9505,0.00485,0.079777,0.07949,-0.000611,0.02042,0.020347,1.0,1.0,1.0,0.0
DGP3_heteroscedastic,1.0,50,AMRI,2000,2000,0.9305,0.005686,0.968935,0.827512,-5.9e-05,0.252505,0.240952,1.0,,,
DGP3_heteroscedastic,1.0,50,AMRI_v2,2000,2000,0.9335,0.005571,0.951698,0.845515,-5.9e-05,0.252505,0.236666,1.0,0.5413,0.403,0.3195
DGP3_heteroscedastic,1.0,100,AMRI,2000,2000,0.942,0.005227,0.702709,0.67437,0.002942,0.177885,0.177052,1.0,,,
DGP3_heteroscedastic,1.0,100,AMRI_v2,2000,2000,0.9425,0.005205,0.68213,0.644946,0.002942,0.177885,0.171867,1.0,0.7388,0.629,0.161
DGP3_heteroscedastic,1.0,250,AMRI,2000,2000,0.953,0.004732,0.462513,0.447039,0.004021,0.116778,0.117414,1.0,,,
DGP3_heteroscedastic,1.0,250,AMRI_v2,2000,2000,0.9435,0.005163,0.44233,0.425752,0.004021,0.116778,0.112291,1.0,0.9521,0.917,0.022
DGP3_heteroscedastic,1.0,500,AMRI,2000,2000,0.965,0.004109,0.329545,0.322609,0.00054,0.079704,0.083865,1.0,,,
DGP3_heteroscedastic,1.0,500,AMRI_v2,2000,2000,0.956,0.004586,0.313922,0.307247,0.00054,0.079704,0.079889,1.0,0.9972,0.9945,0.0
DGP3_heteroscedastic,1.0,1000,AMRI,2000,2000,0.961,0.004329,0.234205,0.229397,-0.00019,0.057355,0.059675,1.0,,,
DGP3_heteroscedastic,1.0,1000,AMRI_v2,2000,2000,0.95,0.004873,0.223058,0.218473,-0.00019,0.057355,0.056835,1.0,0.9998,0.9995,0.0
DGP3_heteroscedastic,1.0,5000,AMRI,2000,2000,0.9635,0.004193,0.105639,0.104889,-0.000898,0.025764,0.026943,1.0,,,
DGP3_heteroscedastic,1.0,5000,AMRI_v2,2000,2000,0.9495,0.004896,0.100609,0.099895,-0.000898,0.025764,0.02566,1.0,1.0,1.0,0.0
DGP4_omitted_var,0.0,50,AMRI,2000,2000,0.957,0.004536,0.592603,0.575964,-0.00161,0.143515,0.147367,1.0,,,
DGP4_omitted_var,0.0,50,AMRI_v2,2000,2000,0.958,0.004485,0.592307,0.579656,-0.00161,0.143515,0.147294,1.0,0.1526,0.0545,0.6925
DGP4_omitted_var,0.0,100,AMRI,2000,2000,0.953,0.004732,0.404864,0.399231,0.002448,0.100529,0.102008,1.0,,,
DGP4_omitted_var,0.0,100,AMRI_v2,2000,2000,0.951,0.004827,0.40402,0.400114,0.002448,0.100529,0.101796,1.0,0.1503,0.052,0.6905
DGP4_omitted_var,0.0,250,AMRI,2000,2000,0.9445,0.00512,0.25106,0.249429,-0.000304,0.064141,0.063735,1.0,,,
DGP4_omitted_var,0.0,250,AMRI_v2,2000,2000,0.943,0.005184,0.250496,0.249515,-0.000304,0.064141,0.063591,1.0,0.1511,0.0475,0.6855
DGP4_omitted_var,0.0,500,AMRI,2000,2000,0.9515,0.004804,0.17669,0.175998,0.000497,0.044878,0.044965,1.0,,,
DGP4_omitted_var,0.0,500,AMRI_v2,2000,2000,0.9495,0.004896,0.176361,0.176162,0.000497,0.044878,0.044882,1.0,0.1536,0.0495,0.677
DGP4_omitted_var,0.0,1000,AMRI,2000,2000,0.95,0.004873,0.124613,0.124147,0.000948,0.031944,0.031751,1.0,,,
DGP4_omitted_var,0.0,1000,AMRI_v2,2000,2000,0.949,0.004919,0.124318,0.124114,0.000948,0.031944,0.031676,1.0,0.1392,0.043,0.7035
DGP4_omitted_var,0.0,5000,AMRI,2000,2000,0.945,0.005098,0.055616,0.055509,6.9e-05,0.014514,0.014185,1.0,,,
DGP4_omitted_var,0.0,5000,AMRI_v2,2000,2000,0.9445,0.00512,0.055484,0.055473,6.9e-05,0.014514,0.014151,1.0,0.1497,0.049,0.676
DGP4_omitted_var,0.25,50,AMRI,2000,2000,0.959,0.004434,0.604946,0.59072,-0.001163,0.147664,0.150437,1.125,,,
DGP4_omitted_var,0.25,50,AMRI_v2,2000,2000,0.957,0.004536,0.605372,0.594449,-0.001163,0.147664,0.150543,1.125,0.1577,0.059,0.683
DGP4_omitted_var,0.25,100,AMRI,2000,2000,0.9545,0.00466,0.414,0.408112,0.002891,0.102514,0.10431,1.125,,,
DGP4_omitted_var,0.25,100,AMRI_v2,2000,2000,0.954,0.004684,0.413169,0.409127,0.002891,0.102514,0.104101,1.125,0.1473,0.054,0.701
DGP4_omitted_var,0.25,250,AMRI,2000,2000,0.942,0.005227,0.256927,0.255164,-0.000224,0.066107,0.065224,1.125,,,
DGP4_omitted_var,0.25,250,AMRI_v2,2000,2000,0.941,0.005269,0.256345,0.255014,-0.000224,0.066107,0.065076,1.125,0.1503,0.0475,0.68
DGP4_omitted_var,0.25,500,AMRI,2000,2000,0.948,0.004965,0.180838,0.179973,0.000533,0.046099,0.046021,1.125,,,
DGP4_omitted_var,0.25,500,AMRI_v2,2000,2000,0.9475,0.004987,0.180488,0.180022,0.000533,0.046099,0.045932,1.125,0.1549,0.0505,0.6805
DGP4_omitted_var,0.25,1000,AMRI,2000,2000,0.947,0.00501,0.127537,0.127119,0.001044,0.032936,0.032496,1.125,,,
DGP4_omitted_var,0.25,1000,AMRI_v2,2000,2000,0.9455,0.005076,0.127205,0.127103,0.001044,0.032936,0.032411,1.125,0.1398,0.046,0.705
DGP4_omitted_var,0.25,5000,AMRI,2000,2000,0.943,0.005184,0.056899,0.056782,3.9e-05,0.014886,0.014512,1.125,,,
DGP4_omitted_var,0.25,5000,AMRI_v2,2000,2000,0.942,0.005227,0.056775,0.056756,3.9e-05,0.014886,0.01448,1.125,0.1485,0.0435,0.677
DGP4_omitted_var,0.5,50,AMRI,2000,2000,0.953,0.004732,0.644813,0.629694,-0.000716,0.15819,0.160351,1.25,,,
DGP4_omitted_var,0.5,50,AMRI_v2,2000,2000,0.9535,0.004708,0.643912,0.631682,-0.000716,0.15819,0.160126,1.25,0.1611,0.0655,0.6835
DGP4_omitted_var,0.5,100,AMRI,2000,2000,0.954,0.004684,0.440481,0.434506,0.003334,0.108865,0.110982,1.25,,,
DGP4_omitted_var,0.5,100,AMRI_v2,2000,2000,0.955,0.004635,0.439839,0.434543,0.003334,0.108865,0.110821,1.25,0.1482,0.0525,0.691
DGP4_omitted_var,0.5,250,AMRI,2000,2000,0.943,0.005184,0.27379,0.271844,-0.000145,0.070778,0.069505,1.25,,,
DGP4_omitted_var,0.5,250,AMRI_v2,2000,2000,0.9415,0.005248,0.273092,0.271633,-0.000145,0.070778,0.069328,1.25,0.1495,0.045,0.6885
DGP4_omitted_var,0.5,500,AMRI,2000,2000,0.9465,0.005032,0.192662,0.191981,0.000569,0.049181,0.04903,1.25,,,
DGP4_omitted_var,0.5,500,AMRI_v2,2000,2000,0.946,0.005054,0.192297,0.192016,0.000569,0.049181,0.048937,1.25,0.1557,0.0475,0.6765
DGP4_omitted_var,0.5,1000,AMRI,2000,2000,0.9445,0.00512,0.135811,0.135347,0.001141,0.035325,0.034604,1.25,,,
DGP4_omitted_var,0.5,1000,AMRI_v2,2000,2000,0.9445,0.00512,0.135467,0.135425,0.001141,0.035325,0.034517,1.25,0.142,0.0395,0.689
DGP4_omitted_var,0.5,5000,AMRI,2000,2000,0.9405,0.00529,0.060622,0.06048,1e-05,0.015889,0.015461,1.25,,,
DGP4_omitted_var,0.5,5000,AMRI_v2,2000,2000,0.9385,0.005372,0.060467,0.060448,1e-05,0.015889,0.015422,1.25,0.147,0.048,0.6855
DGP4_omitted_var,0.75,50,AMRI,2000,2000,0.952,0.00478,0.704374,0.688254,-0.000268,0.17394,0.175162,1.375,,,
DGP4_omitted_var,0.75,50,AMRI_v2,2000,2000,0.9535,0.004708,0.703534,0.691946,-0.000268,0.17394,0.174953,1.375,0.1618,0.063,0.6775
DGP4_omitted_var,0.75,100,AMRI,2000,2000,0.952,0.00478,0.481572,0.47633,0.003777,0.118884,0.121335,1.375,,,
DGP4_omitted_var,0.75,100,AMRI_v2,2000,2000,0.952,0.00478,0.481043,0.476662,0.003777,0.118884,0.121202,1.375,0.1465,0.046,0.6945
DGP4_omitted_var,0.75,250,AMRI,2000,2000,0.9455,0.005076,0.299757,0.297745,-6.5e-05,0.077669,0.076097,1.375,,,
DGP4_omitted_var,0.75,250,AMRI_v2,2000,2000,0.944,0.005141,0.298927,0.29737,-6.5e-05,0.077669,0.075886,1.375,0.1479,0.041,0.683
DGP4_omitted_var,0.75,500,AMRI,2000,2000,0.9465,0.005032,0.210779,0.210006,0.000604,0.053805,0.053641,1.375,,,
DGP4_omitted_var,0.75,500,AMRI_v2,2000,2000,0.944,0.005141,0.210458,0.210032,0.000604,0.053805,0.053559,1.375,0.1556,0.0445,0.671
DGP4_omitted_var,0.75,1000,AMRI,2000,2000,0.9425,0.005205,0.148566,0.148076,0.001237,0.038853,0.037854,1.375,,,
DGP4_omitted_var,0.75,1000,AMRI_v2,2000,2000,0.9425,0.005205,0.148219,0.148047,0.001237,0.038853,0.037766,1.375,0.1448,0.042,0.6835
DGP4_omitted_var,0.75,5000,AMRI,2000,2000,0.9395,0.005331,0.066361,0.066195,-2e-05,0.017415,0.016925,1.375,,,
DGP4_omitted_var,0.75,5000,AMRI_v2,2000,2000,0.939,0.005352,0.066164,0.066156,-2e-05,0.017415,0.016875,1.375,0.1473,0.053,0.6885
DGP4_omitted_var,1.0,50,AMRI,2000,2000,0.956,0.004586,0.780983,0.762929,0.000179,0.193644,0.194213,1.5,,,
DGP4_omitted_var,1.0,50,AMRI_v2,2000,2000,0.953,0.004732,0.780274,0.766264,0.000179,0.193644,0.194037,1.5,0.161,0.0575,0.6815
DGP4_omitted_var,1.0,100,AMRI,2000,2000,0.952,0.00478,0.534423,0.527955,0.00422,0.131736,0.134651,1.5,,,
DGP4_omitted_var,1.0,100,AMRI_v2,2000,2000,0.953,0.004732,0.533413,0.528081,0.00422,0.131736,0.134397,1.5,0.1454,0.048,0.6815
DGP4_omitted_var,1.0,250,AMRI,2000,2000,0.9455,0.005076,0.33247,0.329848,1.4e-05,0.086248,0.084401,1.5,,,
DGP4_omitted_var,1.0,250,AMRI_v2,2000,2000,0.943,0.005184,0.331695,0.329557,1.4e-05,0.086248,0.084205,1.5,0.1454,0.045,0.6925
DGP4_omitted_var,1.0,500,AMRI,2000,2000,0.9485,0.004942,0.234007,0.232735,0.00064,0.059613,0.059552,1.5,,,
DGP4_omitted_var,1.0,500,AMRI_v2,2000,2000,0.947,0.00501,0.233504,0.23279,0.00064,0.059613,0.059424,1.5,0.1548,0.042,0.672
DGP4_omitted_var,1.0,1000,AMRI,2000,2000,0.9405,0.00529,0.164801,0.164291,0.001333,0.043244,0.041991,1.5,,,
DGP4_omitted_var,1.0,1000,AMRI_v2,2000,2000,0.94,0.00531,0.164423,0.164296,0.001333,0.043244,0.041895,1.5,0.1486,0.0405,0.6785
DGP4_omitted_var,1.0,5000,AMRI,2000,2000,0.942,0.005227,0.073612,0.073461,-4.9e-05,0.01934,0.018774,1.5,,,
DGP4_omitted_var,1.0,5000,AMRI_v2,2000,2000,0.942,0.005227,0.073405,0.073435,-4.9e-05,0.01934,0.018721,1.5,0.1489,0.0535,0.6935
DGP5_clustering,0.0,50,AMRI,2000,2000,0.9445,0.00512,0.589405,0.576105,0.003557,0.148416,0.146572,1.0,,,
DGP5_clustering,0.0,50,AMRI_v2,2000,2000,0.945,0.005098,0.590109,0.580918,0.003557,0.148416,0.146747,1.0,0.1531,0.0475,0.6765
DGP5_clustering,0.0,100,AMRI,2000,2000,0.9525,0.004756,0.404537,0.399473,0.001133,0.100267,0.101926,1.0,,,
DGP5_clustering,0.0,100,AMRI_v2,2000,2000,0.9505,0.00485,0.403529,0.399715,0.001133,0.100267,0.101672,1.0,0.1495,0.0485,0.697
DGP5_clustering,0.0,250,AMRI,2000,2000,0.95,0.004873,0.251043,0.249927,-0.000725,0.063954,0.06373,1.0,,,
DGP5_clustering,0.0,250,AMRI_v2,2000,2000,0.9485,0.004942,0.250547,0.250112,-0.000725,0.063954,0.063604,1.0,0.1469,0.045,0.687
DGP5_clustering,0.0,500,AMRI,2000,2000,0.954,0.004684,0.176933,0.175983,0.00029,0.044467,0.045027,1.0,,,
DGP5_clustering,0.0,500,AMRI_v2,2000,2000,0.9535,0.004708,0.176428,0.175923,0.00029,0.044467,0.044899,1.0,0.1598,0.0555,0.677
DGP5_clustering,0.0,1000,AMRI,2000,2000,0.94,0.00531,0.124601,0.124133,0.000405,0.032296,0.031748,1.0,,,
DGP5_clustering,0.0,1000,AMRI_v2,2000,2000,0.941,0.005269,0.124389,0.124173,0.000405,0.032296,0.031694,1.0,0.1469,0.0425,0.6885
DGP5_clustering,0.0,5000,AMRI,2000,2000,0.9415,0.005248,0.055628,0.055529,-7.5e-05,0.014436,0.014188,1.0,,,
DGP5_clustering,0.0,5000,AMRI_v2,2000,2000,0.9405,0.00529,0.055483,0.055492,-7.5e-05,0.014436,0.014151,1.0,0.1573,0.0515,0.6725
DGP5_clustering,0.25,50,AMRI,2000,2000,0.9425,0.005205,0.653741,0.638385,0.0041,0.165076,0.162571,1.0,,,
DGP5_clustering,0.25,50,AMRI_v2,2000,2000,0.9425,0.005205,0.653732,0.641575,0.0041,0.165076,0.162569,1.0,0.1543,0.049,0.681
DGP5_clustering,0.25,100,AMRI,2000,2000,0.9475,0.004987,0.447152,0.441387,0.00187,0.112193,0.112663,1.0,,,
DGP5_clustering,0.25,100,AMRI_v2,2000,2000,0.9475,0.004987,0.446393,0.442802,0.00187,0.112193,0.112472,1.0,0.1464,0.0435,0.693
DGP5_clustering,0.25,250,AMRI,2000,2000,0.9485,0.004942,0.280068,0.277468,-0.002666,0.071769,0.071099,1.0,,,
DGP5_clustering,0.25,250,AMRI_v2,2000,2000,0.947,0.00501,0.279426,0.277675,-0.002666,0.071769,0.070936,1.0,0.1394,0.0425,0.7005
DGP5_clustering,0.25,500,AMRI,2000,2000,0.957,0.004536,0.197495,0.196324,-0.000655,0.050134,0.05026,1.0,,,
DGP5_clustering,0.25,500,AMRI_v2,2000,2000,0.9575,0.004511,0.197087,0.19646,-0.000655,0.050134,0.050156,1.0,0.1547,0.0525,0.676
DGP5_clustering,0.25,1000,AMRI,2000,2000,0.949,0.004919,0.139323,0.138857,0.000253,0.035465,0.035499,1.0,,,
DGP5_clustering,0.25,1000,AMRI_v2,2000,2000,0.9495,0.004896,0.138974,0.138742,0.000253,0.035465,0.03541,1.0,0.1467,0.0505,0.698
DGP5_clustering,0.25,5000,AMRI,2000,2000,0.9495,0.004896,0.062189,0.062053,-0.000104,0.01587,0.015861,1.0,,,
DGP5_clustering,0.25,5000,AMRI_v2,2000,2000,0.9475,0.004987,0.062017,0.062011,-0.000104,0.01587,0.015817,1.0,0.1499,0.0515,0.6945
DGP5_clustering,0.5,50,AMRI,2000,2000,0.941,0.005269,0.710532,0.693106,0.004324,0.179393,0.176693,1.0,,,
DGP5_clustering,0.5,50,AMRI_v2,2000,2000,0.939,0.005352,0.710873,0.695936,0.004324,0.179393,0.176778,1.0,0.1512,0.05,0.688
DGP5_clustering,0.5,100,AMRI,2000,2000,0.951,0.004827,0.485975,0.478513,0.002175,0.122352,0.122445,1.0,,,
DGP5_clustering,0.5,100,AMRI_v2,2000,2000,0.951,0.004827,0.485368,0.480198,0.002175,0.122352,0.122292,1.0,0.1435,0.046,0.699
DGP5_clustering,0.5,250,AMRI,2000,2000,0.948,0.004965,0.305885,0.303052,-0.00347,0.078468,0.077653,1.0,,,
DGP5_clustering,0.5,250,AMRI_v2,2000,2000,0.949,0.004919,0.305404,0.303223,-0.00347,0.078468,0.07753,1.0,0.1371,0.041,0.7065
DGP5_clustering,0.5,500,AMRI,2000,2000,0.9565,0.004561,0.216149,0.215425,-0.001046,0.055137,0.055007,1.0,,,
DGP5_clustering,0.5,500,AMRI_v2,2000,2000,0.9565,0.004561,0.215704,0.215216,-0.001046,0.055137,0.054894,1.0,0.1494,0.0515,0.685
DGP5_clustering,0.5,1000,AMRI,2000,2000,0.9495,0.004896,0.15254,0.151931,0.000189,0.038645,0.038867,1.0,,,
DGP5_clustering,0.5,1000,AMRI_v2,2000,2000,0.9495,0.004896,0.152194,0.151971,0.000189,0.038645,0.038779,1.0,0.1457,0.0515,0.698
DGP5_clustering,0.5,5000,AMRI,2000,2000,0.9515,0.004804,0.068099,0.067989,-0.000116,0.017272,0.017368,1.0,,,
DGP5_clustering,0.5,5000,AMRI_v2,2000,2000,0.9515,0.004804,0.067925,0.067945,-0.000116,0.017272,0.017324,1.0,0.1493,0.0485,0.69
DGP5_clustering,0.75,50,AMRI,2000,2000,0.9435,0.005163,0.762939,0.742244,0.004496,0.192524,0.189726,1.0,,,
DGP5_clustering,0.75,50,AMRI_v2,2000,2000,0.9435,0.005163,0.763434,0.744739,0.004496,0.192524,0.189849,1.0,0.1486,0.048,0.6915
DGP5_clustering,0.75,100,AMRI,2000,2000,0.95,0.004873,0.521739,0.514014,0.002409,0.131635,0.131456,1.0,,,
DGP5_clustering,0.75,100,AMRI_v2,2000,2000,0.949,0.004919,0.521192,0.514423,0.002409,0.131635,0.131318,1.0,0.1415,0.0475,0.6975
DGP5_clustering,0.75,250,AMRI,2000,2000,0.9485,0.004942,0.329714,0.326861,-0.004087,0.084587,0.083702,1.0,,,
DGP5_clustering,0.75,250,AMRI_v2,2000,2000,0.949,0.004919,0.329195,0.3271,-0.004087,0.084587,0.08357,1.0,0.1357,0.0385,0.71
DGP5_clustering,0.75,500,AMRI,2000,2000,0.956,0.004586,0.233344,0.232584,-0.001347,0.059709,0.059383,1.0,,,
DGP5_clustering,0.75,500,AMRI_v2,2000,2000,0.9535,0.004708,0.232846,0.232314,-0.001347,0.059709,0.059256,1.0,0.1482,0.0525,0.6905
DGP5_clustering,0.75,1000,AMRI,2000,2000,0.9505,0.00485,0.164726,0.163918,0.000141,0.041624,0.041972,1.0,,,
DGP5_clustering,0.75,1000,AMRI_v2,2000,2000,0.9495,0.004896,0.16436,0.164073,0.000141,0.041624,0.041879,1.0,0.1435,0.049,0.7
DGP5_clustering,0.75,5000,AMRI,2000,2000,0.9525,0.004756,0.073548,0.073469,-0.000125,0.018581,0.018758,1.0,,,
DGP5_clustering,0.75,5000,AMRI_v2,2000,2000,0.9525,0.004756,0.073362,0.073388,-0.000125,0.018581,0.018711,1.0,0.1482,0.049,0.69
DGP5_clustering,1.0,50,AMRI,2000,2000,0.9425,0.005205,0.811617,0.789593,0.004642,0.204754,0.201831,1.0,,,
DGP5_clustering,1.0,50,AMRI_v2,2000,2000,0.944,0.005141,0.812398,0.79185,0.004642,0.204754,0.202025,1.0,0.145,0.0485,0.6975
DGP5_clustering,1.0,100,AMRI,2000,2000,0.9485,0.004942,0.555042,0.54618,0.002607,0.14026,0.139847,1.0,,,
DGP5_clustering,1.0,100,AMRI_v2,2000,2000,0.9485,0.004942,0.554473,0.546258,0.002607,0.14026,0.139703,1.0,0.1397,0.044,0.7005
DGP5_clustering,1.0,250,AMRI,2000,2000,0.949,0.004919,0.351949,0.3488,-0.004607,0.090266,0.089346,1.0,,,
DGP5_clustering,1.0,250,AMRI_v2,2000,2000,0.9485,0.004942,0.351311,0.348905,-0.004607,0.090266,0.089184,1.0,0.1355,0.038,0.7115
DGP5_clustering,1.0,500,AMRI,2000,2000,0.957,0.004536,0.249306,0.248584,-0.0016,0.063949,0.063445,1.0,,,
DGP5_clustering,1.0,500,AMRI_v2,2000,2000,0.9565,0.004561,0.24878,0.248292,-0.0016,0.063949,0.063311,1.0,0.1472,0.051,0.6965
DGP5_clustering,1.0,1000,AMRI,2000,2000,0.9485,0.004942,0.176072,0.175134,0.0001,0.044424,0.044863,1.0,,,
DGP5_clustering,1.0,1000,AMRI_v2,2000,2000,0.9485,0.004942,0.175677,0.175351,0.0001,0.044424,0.044762,1.0,0.1425,0.048,0.6915
DGP5_clustering,1.0,5000,AMRI,2000,2000,0.949,0.004919,0.078623,0.078556,-0.000133,0.019811,0.020052,1.0,,,
DGP5_clustering,1.0,5000,AMRI_v2,2000,2000,0.95,0.004873,0.078426,0.078464,-0.000133,0.019811,0.020002,1.0,0.1472,0.048,0.689
DGP6_contaminated,0.0,50,AMRI,2000,2000,0.9485,0.004942,0.589338,0.576431,-0.003507,0.142278,0.146555,1.0,,,
DGP6_contaminated,0.0,50,AMRI_v2,2000,2000,0.948,0.004965,0.589418,0.57885,-0.003507,0.142278,0.146575,1.0,0.1452,0.052,0.7
DGP6_contaminated,0.0,100,AMRI,2000,2000,0.948,0.004965,0.402976,0.399948,-0.001474,0.101136,0.101532,1.0,,,
DGP6_contaminated,0.0,100,AMRI_v2,2000,2000,0.948,0.004965,0.402337,0.400815,-0.001474,0.101136,0.101372,1.0,0.1395,0.049,0.7025
DGP6_contaminated,0.0,250,AMRI,2000,2000,0.949,0.004919,0.250996,0.249444,0.002742,0.06372,0.063718,1.0,,,
DGP6_contaminated,0.0,250,AMRI_v2,2000,2000,0.949,0.004919,0.250719,0.249581,0.002742,0.06372,0.063648,1.0,0.147,0.0425,0.686
DGP6_contaminated,0.0,500,AMRI,2000,2000,0.952,0.00478,0.176739,0.175838,-0.000316,0.043866,0.044978,1.0,,,
DGP6_contaminated,0.0,500,AMRI_v2,2000,2000,0.9515,0.004804,0.17635,0.175956,-0.000316,0.043866,0.044879,1.0,0.1536,0.0485,0.6875
DGP6_contaminated,0.0,1000,AMRI,2000,2000,0.9525,0.004756,0.124576,0.124223,-0.000431,0.031259,0.031742,1.0,,,
DGP6_contaminated,0.0,1000,AMRI_v2,2000,2000,0.9505,0.00485,0.124334,0.124263,-0.000431,0.031259,0.03168,1.0,0.1268,0.034,0.722
DGP6_contaminated,0.0,5000,AMRI,2000,2000,0.9545,0.00466,0.055647,0.055537,-0.000132,0.014201,0.014192,1.0,,,
DGP6_contaminated,0.0,5000,AMRI_v2,2000,2000,0.953,0.004732,0.055497,0.055499,-0.000132,0.014201,0.014154,1.0,0.1548,0.0535,0.6895
DGP6_contaminated,0.25,50,AMRI,2000,2000,0.9575,0.004511,0.849679,0.749513,-0.001634,0.220443,0.211296,1.0,,,
DGP6_contaminated,0.25,50,AMRI_v2,2000,2000,0.956,0.004586,0.836558,0.741395,-0.001634,0.220443,0.208033,1.0,0.3522,0.2275,0.485
DGP6_contaminated,0.25,100,AMRI,2000,2000,0.955,0.004635,0.595238,0.545819,0.001002,0.152416,0.149974,1.0,,,
DGP6_contaminated,0.25,100,AMRI_v2,2000,2000,0.9485,0.004942,0.583256,0.538301,0.001002,0.152416,0.146955,1.0,0.4514,0.3125,0.3935
DGP6_contaminated,0.25,250,AMRI,2000,2000,0.957,0.004536,0.37437,0.357568,0.000773,0.092445,0.095038,1.0,,,
DGP6_contaminated,0.25,250,AMRI_v2,2000,2000,0.9535,0.004708,0.365915,0.352017,0.000773,0.092445,0.092892,1.0,0.5313,0.394,0.3315
DGP6_contaminated,0.25,500,AMRI,2000,2000,0.953,0.004732,0.266473,0.258212,-0.002894,0.067158,0.067814,1.0,,,
DGP6_contaminated,0.25,500,AMRI_v2,2000,2000,0.949,0.004919,0.26012,0.254772,-0.002894,0.067158,0.066197,1.0,0.5673,0.448,0.294
DGP6_contaminated,0.25,1000,AMRI,2000,2000,0.96,0.004382,0.188724,0.184483,-0.000961,0.046543,0.048086,1.0,,,
DGP6_contaminated,0.25,1000,AMRI_v2,2000,2000,0.956,0.004586,0.184158,0.182004,-0.000961,0.046543,0.046923,1.0,0.5974,0.4875,0.284
DGP6_contaminated,0.25,5000,AMRI,2000,2000,0.956,0.004586,0.084295,0.083177,-7.5e-05,0.021383,0.021499,1.0,,,
DGP6_contaminated,0.25,5000,AMRI_v2,2000,2000,0.953,0.004732,0.082181,0.082005,-7.5e-05,0.021383,0.02096,1.0,0.6124,0.506,0.269
DGP6_contaminated,0.5,50,AMRI,2000,2000,0.965,0.004109,1.063149,0.965291,-0.00633,0.273941,0.264381,1.0,,,
DGP6_contaminated,0.5,50,AMRI_v2,2000,2000,0.9635,0.004193,1.044052,0.946149,-0.00633,0.273941,0.259632,1.0,0.4089,0.291,0.4445
DGP6_contaminated,0.5,100,AMRI,2000,2000,0.9545,0.00466,0.733943,0.689519,0.000352,0.186111,0.184922,1.0,,,
DGP6_contaminated,0.5,100,AMRI_v2,2000,2000,0.954,0.004684,0.719327,0.682811,0.000352,0.186111,0.181239,1.0,0.4751,0.337,0.3785
DGP6_contaminated,0.5,250,AMRI,2000,2000,0.9615,0.004302,0.464831,0.449656,0.001507,0.112327,0.118003,1.0,,,
DGP6_contaminated,0.5,250,AMRI_v2,2000,2000,0.9575,0.004511,0.454235,0.442265,0.001507,0.112327,0.115313,1.0,0.5462,0.418,0.3215
DGP6_contaminated,0.5,500,AMRI,2000,2000,0.948,0.004965,0.330889,0.322308,-0.005075,0.08487,0.084207,1.0,,,
DGP6_contaminated,0.5,500,AMRI_v2,2000,2000,0.945,0.005098,0.323209,0.318561,-0.005075,0.08487,0.082252,1.0,0.5702,0.447,0.294
DGP6_contaminated,0.5,1000,AMRI,2000,2000,0.954,0.004684,0.233662,0.229867,-0.0018,0.057451,0.059537,1.0,,,
DGP6_contaminated,0.5,1000,AMRI_v2,2000,2000,0.9505,0.00485,0.228213,0.226971,-0.0018,0.057451,0.058148,1.0,0.5777,0.4545,0.295
DGP6_contaminated,0.5,5000,AMRI,2000,2000,0.9585,0.00446,0.10468,0.103368,-0.000213,0.026151,0.026698,1.0,,,
DGP6_contaminated,0.5,5000,AMRI_v2,2000,2000,0.9525,0.004756,0.102235,0.102194,-0.000213,0.026151,0.026075,1.0,0.5974,0.474,0.2715
DGP6_contaminated,0.75,50,AMRI,2000,2000,0.9645,0.004138,1.235769,1.146092,-0.007555,0.309884,0.307308,1.0,,,
DGP6_contaminated,0.75,50,AMRI_v2,2000,2000,0.9665,0.004024,1.211946,1.129384,-0.007555,0.309884,0.301384,1.0,0.4243,0.288,0.4165
DGP6_contaminated,0.75,100,AMRI,2000,2000,0.951,0.004827,0.861736,0.822557,-0.001203,0.218305,0.21712,1.0,,,
DGP6_contaminated,0.75,100,AMRI_v2,2000,2000,0.9495,0.004896,0.844378,0.813757,-0.001203,0.218305,0.212747,1.0,0.4612,0.322,0.382
DGP6_contaminated,0.75,250,AMRI,2000,2000,0.9655,0.004081,0.542144,0.526061,0.002752,0.132121,0.13763,1.0,,,
DGP6_contaminated,0.75,250,AMRI_v2,2000,2000,0.961,0.004329,0.530734,0.518315,0.002752,0.132121,0.134733,1.0,0.512,0.3725,0.336
DGP6_contaminated,0.75,500,AMRI,2000,2000,0.9445,0.00512,0.384398,0.376011,-0.006048,0.09956,0.097824,1.0,,,
DGP6_contaminated,0.75,500,AMRI_v2,2000,2000,0.9395,0.005331,0.37625,0.372123,-0.006048,0.09956,0.095751,1.0,0.5261,0.396,0.328
DGP6_contaminated,0.75,1000,AMRI,2000,2000,0.961,0.004329,0.271774,0.267747,-0.000987,0.065653,0.069247,1.0,,,
DGP6_contaminated,0.75,1000,AMRI_v2,2000,2000,0.956,0.004586,0.265962,0.264798,-0.000987,0.065653,0.067766,1.0,0.5374,0.42,0.3305
DGP6_contaminated,0.75,5000,AMRI,2000,2000,0.957,0.004536,0.121377,0.119867,0.000175,0.030391,0.030957,1.0,,,
